id,years_worked,victime_race,count_arrests,officer_race,officer_rank,count_allegations
25991,35,,4,Hispanic,Sergeant,4
26066,35,,11,White,Detective,11
26072,35,,29,White,Police Officer,29
26139,35,Black,1,White,Police Officer,1
26139,35,,3,White,Police Officer,3
26203,35,Black,2,White,Police Officer,2
26203,35,,14,White,Police Officer,14
26237,35,,5,White,Lieutenant,5
26283,35,Black,3,White,Police Officer,3
26283,35,,9,White,Police Officer,9
26345,35,,4,White,Police Officer,4
26548,35,Black,6,White,Police Officer,6
26548,35,,13,White,Police Officer,13
26553,35,White,1,White,Police Officer,1
26553,35,,2,White,Police Officer,2
26554,35,,9,White,Police Officer,9
26651,35,,12,White,Police Officer,12
26695,35,Black,2,Black,Police Officer,2
26695,35,,8,Black,Police Officer,8
26709,35,,2,White,Detective,2
26955,35,,4,White,Sergeant,4
26973,35,,6,White,Detective,6
27107,35,Hispanic,1,White,Detective,1
27107,35,,12,White,Detective,12
27153,35,,1,White,Police Officer,1
27255,35,White,2,White,Police Officer,2
27255,35,,2,White,Police Officer,2
27359,35,,7,Black,Sergeant,7
27399,35,,4,White,Police Officer,4
27428,35,,2,White,Field Training Officer,2
27524,35,Black,2,White,Detective,2
27524,35,,2,White,Detective,2
27808,35,Black,2,White,Detective,2
27808,35,,10,White,Detective,10
28009,35,,2,White,Sergeant,2
28217,35,,1,White,Police Officer,1
28231,35,,7,White,Detective,7
28235,35,White,1,Black,Sergeant,1
28235,35,,7,Black,Sergeant,7
28238,35,,20,Black,Police Officer,20
28339,35,,2,White,Police Officer,2
28635,35,Black,1,White,Police Officer,1
28635,35,,3,White,Police Officer,3
28684,35,,4,White,Police Officer,4
28699,35,,15,White,Sergeant,15
28915,35,,9,Black,Commander,9
28948,35,Black,2,White,Detective,2
28976,35,Black,4,White,Police Officer,4
28976,35,,27,White,Police Officer,27
29092,35,,1,White,Detective,1
29169,35,,6,White,Detective,6
29335,35,,8,White,Police Officer,8
29342,35,,2,Hispanic,Sergeant,2
29585,35,Black,3,White,Police Officer,3
29585,35,Hispanic,2,White,Police Officer,2
29585,35,,32,White,Police Officer,32
29881,35,Black,2,White,Police Officer,2
29881,35,Hispanic,2,White,Police Officer,2
29881,35,,12,White,Police Officer,12
30142,35,Black,2,White,Police Officer,2
30470,35,,4,White,Sergeant,4
30569,35,,2,White,Police Officer,2
30656,35,,2,White,Police Officer,2
30656,35,Black,2,White,Police Officer,2
30656,35,Hispanic,2,White,Police Officer,2
30656,35,,5,White,Police Officer,5
30709,35,,1,Black,Captain,1
30867,35,,7,Black,Police Officer,7
30967,35,,13,Black,Police Officer,13
31006,35,,12,White,Detective,12
31114,35,,2,White,Sergeant,2
31277,35,,4,White,Detective,4
31435,35,Black,1,White,Sergeant,1
31435,35,Hispanic,1,White,Sergeant,1
31435,35,,1,White,Sergeant,1
31555,35,,4,White,Detective,4
31611,35,Black,2,White,Police Officer,2
31611,35,,33,White,Police Officer,33
31626,35,,36,White,Police Officer,36
31708,35,,2,White,Police Officer,2
31744,35,White,2,White,Lieutenant,2
31744,35,,4,White,Lieutenant,4
31942,35,,41,White,Detective,41
4,34,,11,White,Detective,11
130,34,Black,2,White,Sergeant,2
130,34,,32,White,Sergeant,32
133,34,,7,White,Detective,7
146,34,,4,Black,Police Officer,4
243,34,Black,6,Black,Police Officer,6
243,34,,39,Black,Police Officer,39
321,34,,5,White,Lieutenant,5
413,34,,5,White,Police Officer,5
454,34,,10,White,Police Officer,10
603,34,Black,1,White,Captain,1
603,34,,3,White,Captain,3
619,34,Hispanic,2,White,Police Officer,2
619,34,White,2,White,Police Officer,2
619,34,,10,White,Police Officer,10
663,34,,2,Black,Police Officer,2
663,34,Black,2,Black,Police Officer,2
663,34,White,2,Black,Police Officer,2
663,34,,28,Black,Police Officer,29
768,34,,8,White,Police Officer,8
769,34,,10,White,Police Officer,10
893,34,,2,White,Police Officer,2
1097,34,,34,White,Lieutenant,34
1165,34,,7,White,Detective,7
1190,34,Black,4,Black,Police Officer,4
1190,34,White,2,Black,Police Officer,2
1190,34,,13,Black,Police Officer,13
1218,34,Black,3,White,Lieutenant,3
1218,34,,26,White,Lieutenant,26
1423,34,White,1,White,Sergeant,1
1423,34,,31,White,Sergeant,31
1482,34,,5,White,Police Officer,5
1589,34,,2,Black,Police Officer,2
1589,34,Black,4,Black,Police Officer,4
1589,34,White,2,Black,Police Officer,2
1589,34,,3,Black,Police Officer,3
1669,34,,3,White,Police Officer,3
1672,34,Black,1,Hispanic,Sergeant,1
1672,34,,66,Hispanic,Sergeant,66
1698,34,Hispanic,1,White,Police Officer,1
1698,34,,6,White,Police Officer,6
1794,34,,2,White,Detective,2
1794,34,Black,2,White,Detective,2
1794,34,White,2,White,Detective,2
1794,34,,9,White,Detective,9
1827,34,Black,2,White,Police Officer,2
1827,34,,4,White,Police Officer,4
1904,34,,6,White,Police Officer,6
1954,34,,9,White,Police Officer,9
2098,34,,5,Black,Police Officer,5
2127,34,,5,White,Police Officer,5
2146,34,Black,2,Black,Police Officer,2
2146,34,,10,Black,Police Officer,10
2156,34,,7,Hispanic,Captain,7
2197,34,Black,2,White,Detective,2
2197,34,,2,White,Detective,2
2205,34,Black,6,White,Detective,6
2205,34,White,1,White,Detective,1
2205,34,,28,White,Detective,28
2252,34,Black,2,White,Sergeant,2
2252,34,Hispanic,2,White,Sergeant,2
2252,34,,12,White,Sergeant,12
2267,34,,2,White,Sergeant,2
2467,34,,4,White,Detective,4
2503,34,,8,White,Detective,8
2545,34,Black,2,White,Detective,2
2545,34,,7,White,Detective,7
2599,34,,8,Black,Police Officer,8
2686,34,,6,White,Detective,6
2695,34,,11,White,Captain,11
2779,34,Black,2,White,Sergeant,2
2779,34,,7,White,Sergeant,7
2787,34,,21,White,Captain,21
2963,34,,6,Black,Lieutenant,6
2985,34,Black,1,White,Police Officer,1
2985,34,,14,White,Police Officer,14
3002,34,,6,Black,Lieutenant,6
3089,34,Black,4,White,Detective,4
3089,34,,28,White,Detective,28
3120,34,Black,1,White,Police Officer,1
3120,34,,16,White,Police Officer,16
3149,34,Black,4,Black,Police Officer,4
3149,34,,5,Black,Police Officer,5
3343,34,Black,1,White,Sergeant,1
3343,34,White,2,White,Sergeant,2
3501,34,,7,Black,Police Officer,7
3521,34,,5,White,Police Officer,5
3637,34,Black,3,White,Police Officer,3
3637,34,,35,White,Police Officer,35
3752,34,,9,White,Police Officer,9
3756,34,Black,2,Black,Police Officer,2
3756,34,,1,Black,Police Officer,1
3809,34,,14,White,Police Officer,14
3820,34,,32,White,Police Officer,32
3832,34,,21,White,Police Officer,21
3872,34,Black,1,White,Police Officer,1
3872,34,,4,White,Police Officer,4
4008,34,White,2,Hispanic,Police Officer,2
4008,34,,29,Hispanic,Police Officer,29
4137,34,,2,White,Sergeant,2
4137,34,Black,1,White,Sergeant,1
4137,34,,63,White,Sergeant,63
4294,34,Black,14,Hispanic,Lieutenant,14
4294,34,Hispanic,2,Hispanic,Lieutenant,2
4294,34,White,3,Hispanic,Lieutenant,3
4294,34,,65,Hispanic,Lieutenant,65
4476,34,Black,1,White,Sergeant,1
4476,34,,12,White,Sergeant,12
4601,34,,15,White,Police Officer,15
4602,34,,9,White,Police Officer,9
4613,34,,5,White,Police Officer,6
4703,34,,20,White,Sergeant,20
4704,34,,2,White,Police Officer,2
4732,34,,4,White,Police Officer,4
4770,34,Black,1,Black,Police Officer,1
4770,34,,6,Black,Police Officer,6
4862,34,,5,White,Police Officer,5
4881,34,,2,Black,Police Officer,2
4881,34,Black,13,Black,Police Officer,13
4881,34,Hispanic,1,Black,Police Officer,1
4881,34,White,2,Black,Police Officer,2
4881,34,,72,Black,Police Officer,72
4929,34,White,3,White,Police Officer,3
4929,34,,5,White,Police Officer,5
5051,34,Hispanic,2,Black,Police Officer,2
5051,34,,5,Black,Police Officer,5
5107,34,,4,White,Police Officer,4
5180,34,Black,5,Black,Sergeant,5
5180,34,,8,Black,Sergeant,8
5282,34,Black,4,White,Detective,4
5282,34,White,4,White,Detective,4
5282,34,,12,White,Detective,12
5316,34,,4,Black,Deputy Chief,4
5350,34,,21,White,Detective,21
5495,34,Black,1,Black,Police Officer,1
5667,34,Hispanic,1,Black,Police Officer,1
5667,34,,51,Black,Police Officer,51
5699,34,,2,Black,Police Officer,2
5765,34,,10,White,Sergeant,10
5789,34,Black,2,White,Detective,2
5789,34,,2,White,Detective,2
5900,34,,4,White,Police Officer,4
5911,34,,4,White,Police Officer,4
6067,34,,2,White,Police Officer,2
6130,34,Black,5,White,Captain,5
6130,34,,20,White,Captain,20
6158,34,Black,4,White,Police Officer,4
6158,34,,17,White,Police Officer,17
6203,34,Black,3,White,Detective,3
6203,34,,2,White,Detective,2
6249,34,Black,2,Black,Police Officer,2
6249,34,,12,Black,Police Officer,12
6267,34,,2,White,Police Officer,2
6326,34,,2,Black,Police Officer,2
6326,34,,33,Black,Police Officer,33
6338,34,,7,Black,Police Officer,7
6368,34,Black,2,Black,Police Officer,2
6368,34,,8,Black,Police Officer,8
6525,34,,11,Black,Police Officer,11
6574,34,,2,White,Police Officer,2
6588,34,Black,2,White,Detective,2
6588,34,,2,White,Detective,2
6626,34,,4,White,Detective,4
6636,34,,4,White,Captain,4
6800,34,,6,White,Lieutenant,6
6910,34,,5,White,Detective,5
7059,34,,2,White,Detective,2
7111,34,Black,1,White,Police Officer,1
7111,34,,6,White,Police Officer,6
7325,34,Hispanic,1,White,Sergeant,1
7325,34,,10,White,Sergeant,10
7331,34,Black,2,White,Captain,2
7339,34,,118,White,Police Officer,118
7395,34,Black,2,White,Detective,2
7395,34,,15,White,Detective,15
7443,34,Black,1,White,Police Officer,1
7443,34,,37,White,Police Officer,37
7514,34,,1,White,Detective,1
7514,34,Black,1,White,Detective,1
7514,34,,4,White,Detective,4
7515,34,Black,2,White,Sergeant,2
7515,34,,12,White,Sergeant,12
7606,34,Black,1,White,Police Officer,1
7606,34,Hispanic,1,White,Police Officer,1
7606,34,,11,White,Police Officer,11
7813,34,,7,Black,Detective,7
7816,34,Black,1,White,Sergeant,1
7816,34,White,2,White,Sergeant,2
7816,34,,14,White,Sergeant,14
7948,34,Black,2,White,Detective,2
7948,34,White,2,White,Detective,2
7948,34,,30,White,Detective,30
7965,34,Black,2,White,Sergeant,2
7965,34,,7,White,Sergeant,7
8018,34,,7,Black,Detective,7
8036,34,,9,White,Police Officer,9
8430,34,Black,2,White,Detective,2
8430,34,,4,White,Detective,4
8739,34,Black,2,White,Police Officer,2
8836,34,,3,White,Lieutenant,3
8865,34,,10,White,Detective,10
8882,34,,2,White,Police Officer,2
8882,34,Black,2,White,Police Officer,2
8882,34,,42,White,Police Officer,42
8892,34,Hispanic,2,Black,Police Officer,2
8892,34,,8,Black,Police Officer,8
8963,34,Hispanic,1,White,Police Officer,1
8963,34,,2,White,Police Officer,2
9048,34,,12,White,Police Officer,12
9155,34,,2,White,Police Officer,2
9188,34,,2,White,Sergeant,2
9188,34,Hispanic,2,White,Sergeant,2
9188,34,,15,White,Sergeant,15
9228,34,Black,1,White,Police Officer,1
9228,34,,2,White,Police Officer,2
9265,34,Black,2,Black,Police Officer,2
9265,34,,2,Black,Police Officer,2
9272,34,,2,Black,Detective,2
9274,34,,49,Black,Police Officer,49
9443,34,,2,White,Police Officer,2
9469,34,,8,Hispanic,Police Officer,8
9503,34,Black,2,White,Lieutenant,2
9503,34,,50,White,Lieutenant,50
9683,34,Black,3,Hispanic,Sergeant,3
9683,34,,4,Hispanic,Sergeant,4
9715,34,,2,White,Police Officer,2
9831,34,,5,White,Police Officer,5
9837,34,,12,White,Police Officer,12
9855,34,,2,White,Police Officer,2
9855,34,Black,6,White,Police Officer,6
9855,34,Hispanic,2,White,Police Officer,2
9855,34,,22,White,Police Officer,22
9997,34,Black,3,Black,Sergeant,3
9997,34,,13,Black,Sergeant,13
10132,34,,2,White,Detective,2
10153,34,,20,Black,Detective,20
10276,34,White,2,White,Police Officer,2
10276,34,,9,White,Police Officer,9
10290,34,,17,Hispanic,Police Officer,17
10382,34,Black,2,White,Police Officer,2
10382,34,Hispanic,2,White,Police Officer,2
10382,34,White,2,White,Police Officer,2
10382,34,,2,White,Police Officer,2
10405,34,Black,2,Black,Detective,2
10405,34,,17,Black,Detective,17
10419,34,,13,White,Sergeant,13
10471,34,Black,2,White,Captain,2
10471,34,,15,White,Captain,15
10533,34,Black,4,White,Sergeant,4
10533,34,,21,White,Sergeant,21
10668,34,,4,Black,Sergeant,4
10870,34,,2,White,Commander,2
10919,34,,20,White,Sergeant,20
10964,34,Black,2,Hispanic,Police Officer,2
10964,34,,15,Hispanic,Police Officer,15
11036,34,Black,2,White,Detective,2
11036,34,White,2,White,Detective,2
11036,34,,17,White,Detective,17
11127,34,Black,2,White,Police Officer,2
11127,34,Hispanic,1,White,Police Officer,1
11127,34,,9,White,Police Officer,9
11212,34,Black,1,Black,Police Officer,1
11212,34,,4,Black,Police Officer,4
11362,34,Black,2,White,Police Officer,2
11362,34,,4,White,Police Officer,4
11404,34,,13,White,Sergeant,13
11486,34,,2,Black,Police Officer,2
11493,34,,2,Black,Police Officer,2
11518,34,,2,Black,Police Officer,2
11745,34,,6,White,Commander,6
11781,34,,2,White,Lieutenant,2
11802,34,Black,1,White,Police Officer,1
11802,34,,6,White,Police Officer,6
11813,34,,6,White,Police Officer,6
11867,34,,3,Black,Lieutenant,3
11869,34,Black,4,White,Police Officer,4
11869,34,Hispanic,2,White,Police Officer,2
11869,34,White,3,White,Police Officer,3
11869,34,,13,White,Police Officer,13
11916,34,,5,Black,Police Officer,5
12201,34,,2,Black,Captain,2
12208,34,,5,Black,Police Officer,5
12271,34,Black,2,Black,Detective,2
12271,34,,9,Black,Detective,9
12278,34,,23,Black,Police Officer,23
12404,34,Black,2,White,Deputy Chief,2
12404,34,,8,White,Deputy Chief,8
12479,34,,2,Black,Commander,2
12479,34,Black,13,Black,Commander,13
12479,34,White,3,Black,Commander,3
12479,34,,103,Black,Commander,103
12546,34,Black,4,White,Police Officer,4
12546,34,,20,White,Police Officer,20
12598,34,Black,3,Hispanic,Police Officer,3
12598,34,,38,Hispanic,Police Officer,38
12734,34,,5,Asian/Pacific,Police Officer,5
12746,34,,4,White,Police Officer,4
12836,34,,4,White,Police Officer,4
12843,34,,2,White,Police Officer,2
12849,34,,4,White,Police Officer,4
12871,34,,2,White,Police Officer,2
12915,34,,23,White,Police Officer,23
12953,34,,1,Hispanic,Police Officer,1
13022,34,,1,White,Deputy Chief,1
13204,34,Black,1,White,Police Officer,1
13204,34,,10,White,Police Officer,10
13260,34,Black,1,White,Police Officer,1
13260,34,Hispanic,1,White,Police Officer,1
13260,34,,62,White,Police Officer,62
13281,34,Black,5,White,Police Officer,5
13281,34,Hispanic,2,White,Police Officer,2
13281,34,White,2,White,Police Officer,2
13281,34,,44,White,Police Officer,44
13341,34,Black,4,White,Police Officer,4
13382,34,Black,2,White,Detective,2
13382,34,,16,White,Detective,16
13621,34,,12,Black,Police Officer,12
13703,34,Hispanic,2,Black,Sergeant,2
13703,34,,4,Black,Sergeant,4
13760,34,,8,Black,Police Officer,8
13878,34,Black,4,White,Police Officer,4
13878,34,,9,White,Police Officer,9
13992,34,,5,White,Sergeant,5
13993,34,Black,2,White,Sergeant,2
13993,34,,3,White,Sergeant,3
14049,34,,10,White,Police Officer,10
14111,34,,2,White,Police Officer,2
14175,34,,6,White,Police Officer,6
14214,34,,2,White,Police Officer,2
14251,34,Black,4,White,Detective,4
14251,34,White,1,White,Detective,1
14251,34,,1,White,Detective,1
14318,34,,1,White,Captain,1
14318,34,Black,1,White,Captain,1
14318,34,,13,White,Captain,13
14573,34,,20,White,Police Officer,20
14805,34,,4,White,Police Officer,4
14899,34,Black,2,White,Police Officer,2
14899,34,,9,White,Police Officer,10
14906,34,Black,2,White,Police Officer,2
14906,34,,8,White,Police Officer,8
15062,34,,4,White,Police Officer,4
15063,34,,2,White,Police Officer,2
15090,34,,2,White,Police Officer,2
15090,34,Black,1,White,Police Officer,1
15090,34,Hispanic,1,White,Police Officer,1
15090,34,,19,White,Police Officer,19
15136,34,,2,White,Police Officer,2
15320,34,Black,2,White,Police Officer,2
15320,34,Hispanic,2,White,Police Officer,2
15320,34,,3,White,Police Officer,3
15368,34,Black,5,White,Commander,5
15368,34,Hispanic,2,White,Commander,2
15368,34,White,2,White,Commander,2
15368,34,,66,White,Commander,66
15549,34,Black,1,White,Sergeant,1
15549,34,White,2,White,Sergeant,2
15549,34,,2,White,Sergeant,2
15555,34,,1,White,Sergeant,1
15591,34,,5,White,Police Officer,5
15685,34,Black,2,White,Commander,2
15685,34,,8,White,Commander,8
15716,34,,28,Black,Police Officer,28
15725,34,,2,White,Detective,2
15750,34,,35,White,Lieutenant,35
15850,34,Black,1,White,Detective,1
15870,34,Black,4,White,Police Officer,4
15870,34,,6,White,Police Officer,6
15920,34,Black,4,Black,Police Officer,4
15920,34,Hispanic,1,Black,Police Officer,1
15920,34,White,2,Black,Police Officer,2
15920,34,,15,Black,Police Officer,15
16026,34,,1,White,Police Officer,1
16099,34,Black,2,White,Police Officer,2
16099,34,White,2,White,Police Officer,2
16099,34,,8,White,Police Officer,8
16208,34,,6,White,Police Officer,6
16425,34,Black,2,Black,Detective,2
16425,34,Hispanic,2,Black,Detective,2
16425,34,,2,Black,Detective,2
16704,34,,8,White,Sergeant,8
16732,34,,2,White,Police Officer,2
16869,34,,6,Black,Police Officer,6
17005,34,Black,2,White,Police Officer,2
17005,34,,34,White,Police Officer,34
17019,34,,1,White,Police Officer,1
17154,34,,2,White,Police Officer,2
17176,34,Black,2,Hispanic,Lieutenant,2
17176,34,White,2,Hispanic,Lieutenant,2
17176,34,,52,Hispanic,Lieutenant,52
17228,34,,10,Black,Lieutenant,10
17235,34,,11,White,Police Officer,11
17264,34,,19,White,Police Officer,19
17299,34,Black,3,White,Police Officer,3
17299,34,,10,White,Police Officer,10
17302,34,Black,4,White,Detective,4
17302,34,,24,White,Detective,24
17471,34,,3,White,Police Officer,3
17541,34,,4,Hispanic,Detective,4
17554,34,,2,Hispanic,Sergeant,2
17618,34,,12,Hispanic,Captain,12
17639,34,,13,White,Police Officer,13
17664,34,Black,2,White,Detective,2
17785,34,,6,White,Sergeant,6
17833,34,Black,2,White,Police Officer,2
17833,34,,2,White,Police Officer,2
17920,34,,10,White,Detective,10
17980,34,Black,4,Black,Sergeant,4
17980,34,,17,Black,Sergeant,17
17997,34,,14,Black,Captain,14
18070,34,White,2,White,Police Officer,2
18085,34,,3,White,Sergeant,3
18218,34,Black,1,White,Police Officer,1
18231,34,Black,2,White,Police Officer,2
18231,34,,15,White,Police Officer,15
18239,34,Hispanic,2,White,Detective,2
18239,34,White,2,White,Detective,2
18239,34,,6,White,Detective,6
18277,34,,6,White,Police Officer,6
18279,34,,2,White,Lieutenant,2
18330,34,Black,1,White,Police Officer,1
18330,34,,2,White,Police Officer,2
18331,34,,2,White,Police Officer,2
18337,34,Black,2,White,Sergeant,2
18337,34,,2,White,Sergeant,2
18350,34,Black,2,Black,Detective,2
18350,34,,10,Black,Detective,10
18366,34,,2,White,Police Officer,2
18386,34,Black,2,Black,Police Officer,2
18386,34,,6,Black,Police Officer,6
18432,34,,5,White,Sergeant,5
18434,34,White,1,White,Lieutenant,1
